rotten_tomatoes_link,movie_title,year_of_release,year_of_streaming_release,tomatometer_status,audience_status,genre_list
m/los_ojos_de_julia,Los ojos de Julia (Julia's Eyes),0,2016,Certified-Fresh,Upright,"['Art House & International', 'Horror', 'Mystery & Suspense']"
m/losing_control_2011,Losing Control,2012,2017,Rotten,Spilled,['Comedy']
m/losing_isaiah,Losing Isaiah,1995,2013,Rotten,Upright,"['Drama', 'Mystery & Suspense']"
m/loss_of_a_teardrop_diamond,The Loss of a Teardrop Diamond,2009,2016,Rotten,Spilled,"['Drama', 'Romance']"
m/lost-for-words-2009,Lost For Words,2013,2017,Rotten,Spilled,"['Drama', 'Romance']"
m/lost_and_delirious,Lost and Delirious,2001,2016,Rotten,Upright,"['Drama', 'Romance']"
m/lost_and_found_2019,Lost & Found,2019,2019,Fresh,Spilled,"['Comedy', 'Drama']"
m/lost_angels_skid_row_is_my_home,Lost Angels: Skid Row Is My Home,2012,2017,Fresh,Upright,"['Documentary', 'Special Interest']"
m/lost_boys,The Lost Boys,1987,2010,Certified-Fresh,Upright,"['Action & Adventure', 'Horror', 'Mystery & Suspense']"
m/lost_boys_of_sudan,Lost Boys of Sudan,2004,2009,Certified-Fresh,Upright,"['Documentary', 'Special Interest']"
m/lost_boys_the_thirst_2010,Lost Boys: The Thirst,0,2010,Rotten,Spilled,"['Horror', 'Mystery & Suspense']"
m/lost_boys_the_tribe,Lost Boys: The Tribe,2008,2008,Rotten,Spilled,['Horror']
m/lost_child_2018,Lost Child,2018,2018,Rotten,Upright,"['Drama', 'Mystery & Suspense']"
m/lost_girls_2020,Lost Girls,2020,2020,Fresh,Spilled,"['Drama', 'Mystery & Suspense']"
m/lost_highway,Lost Highway,1997,2016,Fresh,Upright,"['Drama', 'Horror', 'Mystery & Suspense']"
m/lost_horizon,Lost Horizon,1937,2016,Fresh,Upright,"['Action & Adventure', 'Classics', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
m/lost_in_america,Lost in America,1985,2008,Fresh,Upright,['Comedy']
m/lost_in_america_2020,Lost in America,2020,2020,Fresh,Upright,['Documentary']
m/lost_in_hong_kong,Lost in Hong Kong,2015,2016,Fresh,Spilled,"['Art House & International', 'Comedy']"
m/lost_in_la_mancha,Lost in La Mancha,2003,2017,Certified-Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Television']"
m/lost_in_paris,Lost in Paris (Paris pieds nus),2017,2017,Certified-Fresh,Upright,"['Art House & International', 'Comedy']"
m/lost_in_space,Lost in Space,1998,2008,Rotten,Spilled,"['Action & Adventure', 'Science Fiction & Fantasy']"
m/lost_in_thailand,Lost In Thailand,2013,2014,Fresh,Spilled,['Comedy']
m/lost_in_the_sun_2015,Lost in the Sun,2015,2015,Rotten,Spilled,
m/lost_in_translation,Lost In Translation,2003,2012,Certified-Fresh,Upright,"['Comedy', 'Drama', 'Romance']"
m/lost_in_yonkers,Lost in Yonkers,1993,2012,Fresh,Upright,"['Comedy', 'Drama']"
m/lost_river_2015,Lost River,2015,2015,Rotten,Spilled,"['Mystery & Suspense', 'Science Fiction & Fantasy']"
m/lost_skeleton_of_cadavra,The Lost Skeleton of Cadavra,2004,2012,Rotten,Upright,"['Comedy', 'Drama', 'Science Fiction & Fantasy']"
m/lost_soul_the_doomed_journey_of_richard_stanleys_island_of_dr_moreau,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,0,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
m/lost_transmissions,Lost Transmissions,2020,2020,Rotten,Spilled,['Drama']
m/lost_weekend,The Lost Weekend,1945,2016,Fresh,Upright,"['Classics', 'Drama', 'Romance']"
m/lost_world_jurassic_park,The Lost World - Jurassic Park,1997,2015,Rotten,Spilled,"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']"
m/lot_like_love,A Lot Like Love,2005,2016,Rotten,Upright,"['Comedy', 'Drama', 'Romance']"
m/lou_andreas_salome_the_audacity_to_be_free,Lou Andreas-Salomé: The Audacity to Be Free,2018,2019,Fresh,,"['Drama', 'Romance']"
m/louder_than_a_bomb_2010,Louder Than A Bomb,2011,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
m/louder_than_bombs_2016,Louder Than Bombs,2016,2016,Fresh,Spilled,['Drama']
m/louder_than_words,Louder Than Words,2014,2014,Rotten,,"['Documentary', 'Drama', 'Kids & Family']"
m/loudmouth_soup,Loudmouth Soup,2005,2017,Rotten,,['Comedy']
m/loudquietloud_a_film_about_the_pixies,LoudQUIETloud: A Film About the Pixies,2006,2017,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
m/louie_bluie,Louie Bluie,1985,2017,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
m/louis_ck_2017,Louis C.K.: 2017,0,0,Certified-Fresh,Upright,['Comedy']
m/louise_bourgeois_the_spider_the_mistress_and_the_tangerine,"Louise Bourgeois: The Spider, the Mistress and the Tangerine",2008,2016,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
m/louisiana_story,Louisiana Story,1948,2017,Fresh,Spilled,"['Classics', 'Documentary', 'Drama', 'Special Interest']"
m/loulou,Loulou,1980,2017,Fresh,Upright,"['Art House & International', 'Drama', 'Romance']"
m/love-and-other-drugs,Love and Other Drugs,2010,2015,Rotten,Spilled,"['Comedy', 'Drama', 'Romance']"
m/love-sex-eating-the-bones,"Love, Sex & Eating the Bones",2004,2017,Rotten,Spilled,"['Comedy', 'Romance']"
m/love_2015,Love,2015,0,Rotten,Spilled,"['Art House & International', 'Drama']"
m/love_aaj_kal_2020,Love Aaj Kal,0,2020,Rotten,Spilled,"['Art House & International', 'Drama', 'Romance']"
m/love_actually,Love Actually,2003,2015,Fresh,Upright,"['Comedy', 'Romance']"
m/love_affair_1939,Love Affair,1939,2016,Fresh,Upright,"['Classics', 'Comedy', 'Drama', 'Romance']"
m/love_affair_1994,Love Affair,1994,2011,Rotten,Upright,"['Comedy', 'Drama', 'Romance']"
m/love_after_love_2018,Love After Love,2018,2018,Fresh,Spilled,['Drama']
m/love_and_a_45,Love and a .45,1994,2016,Fresh,Upright,"['Action & Adventure', 'Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']"
m/love_and_basketball,Love and Basketball,2000,2008,Certified-Fresh,Upright,"['Drama', 'Romance']"
m/love_and_death,Love and Death,1975,2017,Fresh,Upright,"['Classics', 'Comedy', 'Drama']"
m/love_and_death_on_long_island,Love and Death on Long Island,1998,2019,Fresh,Spilled,"['Art House & International', 'Comedy', 'Drama']"
m/love_and_debt,Love & Debt,0,2019,Fresh,,"['Comedy', 'Drama']"
m/love_and_friendship,Love & Friendship,2016,2016,Certified-Fresh,Upright,"['Comedy', 'Drama']"
m/love_and_honor_2013,Love And Honor,2013,2016,Rotten,Spilled,"['Drama', 'Romance']"
m/love_and_mercy,Love & Mercy,2015,2016,Certified-Fresh,Upright,"['Drama', 'Musical & Performing Arts']"
m/love_and_other_catastrophes,Love and Other Catastrophes,1997,0,Rotten,Upright,"['Comedy', 'Drama']"
m/love_and_saucers,Love and Saucers,0,2017,Fresh,Upright,"['Documentary', 'Mystery & Suspense']"
m/love_and_sex,Love & Sex,2000,2017,Rotten,Upright,"['Comedy', 'Romance']"
m/love_at_first_child,Love at First Child (Ange et Gabrielle),0,2017,Rotten,Spilled,"['Art House & International', 'Comedy']"
m/love_at_first_fight,Love at First Fight,2015,2016,Fresh,Upright,"['Comedy', 'Drama', 'Romance']"
m/love_beats_rhymes,Love Beats Rhymes,2017,2017,Rotten,Upright,"['Drama', 'Musical & Performing Arts']"
m/love_crazy,Love Crazy,1941,2017,Fresh,Upright,"['Classics', 'Comedy']"
m/love_crime,Love Crime,2011,2016,Fresh,Spilled,"['Art House & International', 'Mystery & Suspense']"
m/love_dont_cost_a_thing,Love Don't Cost a Thing,2003,2016,Rotten,Upright,"['Comedy', 'Romance']"
m/love_field,Love Field,1992,2016,Rotten,Spilled,"['Drama', 'Kids & Family']"
m/love_free_or_die,Love Free or Die,0,2016,Rotten,Upright,"['Documentary', 'Special Interest', 'Faith & Spirituality']"
m/love_gilda,"Love, Gilda",2018,2018,Certified-Fresh,Upright,['Documentary']
m/love_guru,The Love Guru,2008,2013,Rotten,Spilled,['Comedy']
m/love_happens,Love Happens,2009,2016,Rotten,Spilled,"['Drama', 'Romance']"
m/love_hunter,Love Hunter,2014,2017,Fresh,Upright,"['Drama', 'Musical & Performing Arts']"
m/love_in_the_afternoon,Love in the Afternoon,1957,2016,Fresh,Upright,"['Classics', 'Comedy', 'Drama', 'Romance']"
m/love_in_the_time_of_cholera,Love in the Time of Cholera,2007,2013,Rotten,Spilled,"['Drama', 'Romance']"
m/love_in_the_time_of_money,Love in the Time of Money,2002,2016,Rotten,Spilled,"['Art House & International', 'Drama']"
m/love_is_a_many_splendored_thing,Love Is a Many Splendored Thing,1955,2015,Rotten,Spilled,"['Classics', 'Drama', 'Romance']"
m/love_is_all_you_need,Love Is All You Need,2013,2015,Certified-Fresh,Spilled,"['Comedy', 'Documentary', 'Drama', 'Special Interest', 'Romance']"
m/love_is_blind_2019,Love Is Blind,2019,2018,Rotten,Spilled,"['Comedy', 'Drama', 'Romance']"
m/love_is_colder_than_death,Love Is Colder Than Death,1969,2017,Fresh,Spilled,"['Art House & International', 'Comedy', 'Drama', 'Romance']"
m/love_is_strange_2014,Love Is Strange,2014,2016,Certified-Fresh,Upright,"['Drama', 'Special Interest']"
m/love_is_the_devil,Love Is the Devil,1998,2016,Fresh,Upright,['Drama']
m/love_is_the_drug,Love Is the Drug (Addicted to Her Love),2006,2016,Fresh,Spilled,['Drama']
m/love_is_thicker_than_water,Love Is Thicker Than Water,0,2017,Rotten,,"['Comedy', 'Romance']"
m/love_jones,Love Jones,1997,2016,Fresh,Upright,"['Comedy', 'Drama', 'Romance']"
m/love_liza,Love Liza,2002,2012,Rotten,Upright,['Drama']
m/love_marilyn,"Love, Marilyn",2012,2016,Fresh,Spilled,"['Documentary', 'Special Interest']"
m/love_me_if_you_dare,Love Me if You Dare,2004,2015,Rotten,Upright,"['Art House & International', 'Comedy', 'Drama', 'Romance']"
m/love_me_or_leave_me,Love Me Or Leave Me,1955,2015,Fresh,Upright,"['Classics', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/love_me_tender,Love Me Tender,1956,2012,Rotten,Upright,"['Classics', 'Drama', 'Musical & Performing Arts', 'Western']"
m/love_n_dancing,Love N' Dancing,2008,2016,Rotten,Spilled,"['Drama', 'Musical & Performing Arts', 'Romance']"
m/love_potion_no_9,Love Potion No. 9,1992,2016,Rotten,Spilled,"['Comedy', 'Drama', 'Romance']"
m/love_ranch,Love Ranch,2010,2017,Rotten,Spilled,['Drama']
m/love_rosie,"Love, Rosie",2015,2016,Rotten,Upright,"['Comedy', 'Romance']"
m/love_serenade,Love Serenade,1997,2016,Fresh,Upright,"['Art House & International', 'Comedy', 'Drama', 'Science Fiction & Fantasy', 'Romance']"
m/love_simon,"Love, Simon",2018,2018,Certified-Fresh,Upright,['Drama']
m/love_songs_2008,Love Songs,2008,2017,Fresh,Upright,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/love_stinks,Love Stinks,1999,2020,Rotten,Upright,"['Comedy', 'Drama', 'Romance']"
m/love_story,Love Story,1970,2014,Fresh,Upright,"['Drama', 'Romance']"
m/love_streams,Love Streams,1984,2017,Fresh,Upright,['Drama']
m/love_the_beast,Love the Beast,2009,2014,Fresh,Upright,"['Documentary', 'Special Interest']"
m/love_the_coopers,Love the Coopers,2015,2016,Rotten,Spilled,['Comedy']
m/love_the_hard_way,Love the Hard Way,2003,2017,Rotten,Upright,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Romance']"
m/love_thy_nature,Love Thy Nature,2016,2017,Rotten,Upright,['Documentary']
m/love_wedding_marriage,Love Wedding Marriage,2011,2016,Rotten,Spilled,"['Comedy', 'Romance']"
m/love_wedding_repeat,Love Wedding Repeat,0,2020,Rotten,Spilled,"['Comedy', 'Romance']"
m/love_with_the_proper_stranger,Love with the Proper Stranger,1963,2015,Fresh,Upright,"['Classics', 'Comedy', 'Drama']"
m/loved_one,The Loved One,1965,2015,Rotten,Upright,"['Classics', 'Comedy']"
m/lovelace,Lovelace,2013,2016,Rotten,Spilled,['Drama']
m/loveless_2018,Loveless (Nelyubov),2018,2018,Certified-Fresh,Upright,"['Art House & International', 'Drama']"
m/lovely_molly_2011,Lovely Molly,2012,2016,Rotten,Spilled,"['Horror', 'Mystery & Suspense']"
m/lovely_still,"Lovely, Still",2010,2015,Fresh,Upright,"['Drama', 'Romance']"
m/lover,The Lover (L'amant),1992,2016,Rotten,Upright,"['Art House & International', 'Drama', 'Romance']"
m/lover_come_back,Lover Come Back,1961,2014,Fresh,Upright,"['Classics', 'Comedy', 'Romance']"
m/loverboy_2006,Loverboy,2006,2015,Rotten,Spilled,"['Art House & International', 'Drama']"
m/loves_her_gun_2013,Loves Her Gun,2014,2016,Fresh,Spilled,"['Action & Adventure', 'Drama']"
m/loves_kitchen_2011,Love's Kitchen,2011,2016,Rotten,Spilled,"['Comedy', 'Drama', 'Romance']"
m/loves_labours_lost,Love's Labour's Lost,2000,2016,Rotten,Spilled,"['Comedy', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/lovesick_2015,Lovesick,2014,2016,Rotten,Spilled,['Comedy']
m/lovewrecked,Love Wrecked,0,2016,Rotten,Spilled,"['Comedy', 'Drama']"
m/loving_2016,Loving,2016,2017,Certified-Fresh,Upright,['Drama']
m/loving_pablo,Loving Pablo,2018,2018,Rotten,Spilled,"['Art House & International', 'Drama']"
m/loving_vincent,Loving Vincent,2017,2018,Certified-Fresh,Upright,"['Animation', 'Drama']"
m/low_down_2014,Low Down,2014,2016,Rotten,Spilled,"['Drama', 'Kids & Family']"
m/low_down_dirty_shame,A Low Down Dirty Shame,1994,2016,Rotten,Upright,"['Action & Adventure', 'Comedy']"
m/low_tide_2018,Low Tide,2019,2019,Fresh,Upright,['Drama']
m/lower_city,Lower City (Cidade Baixa),2006,2006,Fresh,Spilled,"['Art House & International', 'Drama']"
m/lowlife_2018,Lowlife,2018,2018,Fresh,Upright,"['Comedy', 'Drama']"
m/lu_over_the_wall,Lu Over the Wall (Yoake tsugeru Rû no uta),2018,2019,Certified-Fresh,Upright,"['Animation', 'Anime & Manga', 'Art House & International', 'Comedy', 'Kids & Family']"
m/luce,Luce,2019,2019,Certified-Fresh,,"['Drama', 'Mystery & Suspense']"
m/lucha_mexico,Lucha Mexico,2016,2016,Fresh,Upright,['Documentary']
m/lucia_lucia,"Lucia, Lucia",2003,2017,Rotten,Spilled,"['Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']"
m/luciferina,Luciferina,2018,2018,Fresh,Spilled,"['Art House & International', 'Horror', 'Mystery & Suspense']"
m/luck_by_chance,Luck by Chance,2009,2017,Fresh,Upright,"['Comedy', 'Mystery & Suspense']"
m/lucky_2011_2,Lucky,2011,2016,Rotten,Spilled,['Drama']
m/lucky_break,Lucky Break,2002,2018,Rotten,Spilled,['Comedy']
m/lucky_day_2019,Lucky Day,2019,2019,Rotten,Spilled,"['Action & Adventure', 'Mystery & Suspense']"
m/lucky_grandma,Lucky Grandma,2020,2020,Certified-Fresh,Upright,"['Comedy', 'Drama']"
m/lucky_number_slevin,Lucky Number Slevin,2006,2016,Rotten,Upright,"['Drama', 'Mystery & Suspense']"
m/lucky_numbers,Lucky Numbers,2000,2016,Rotten,Spilled,['Comedy']
m/lucky_stiff_2015,Lucky Stiff,0,2015,Rotten,Spilled,"['Comedy', 'Musical & Performing Arts']"
m/lucky_them,Lucky Them,2014,2016,Fresh,Spilled,"['Comedy', 'Drama']"
m/lucky_you,Lucky You,2007,2009,Rotten,Spilled,['Drama']
m/lucy_2014,Lucy,2014,2016,Fresh,Spilled,['Action & Adventure']
m/lucy_in_the_sky,Lucy in the Sky,2019,2019,Rotten,,"['Drama', 'Science Fiction & Fantasy']"
m/luis_and_the_aliens,Luis and The Aliens,2018,2018,Rotten,Spilled,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/lullaby_2013,Lullaby,2014,2014,Rotten,Spilled,['Drama']
m/lultimo-cacciatore-the-last-hunterhunter-of-the-apocalypse,Last Hunt,1956,2012,Fresh,Spilled,"['Action & Adventure', 'Western']"
m/lulu_on_the_bridge,Lulu on the Bridge,1998,2016,Rotten,Spilled,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Romance']"
m/lumumba,Lumumba,2001,2016,Certified-Fresh,Upright,"['Art House & International', 'Drama', 'Mystery & Suspense']"
m/lunch,Lunch,2012,2016,Fresh,Spilled,"['Documentary', 'Special Interest']"
m/lupin_iii_the_castle_of_cagliostro,Lupin III: The Castle of Cagliostro (Rupan sansei: Kariosutoro no shiro),2000,2019,Fresh,Upright,"['Action & Adventure', 'Animation', 'Kids & Family', 'Mystery & Suspense', 'Romance']"
m/lured,Lured,1947,2016,Fresh,Upright,"['Classics', 'Drama', 'Mystery & Suspense']"
m/lurking_fear,Lurking Fear,1994,2017,Rotten,Spilled,"['Cult Movies', 'Horror']"
m/lust_caution,"Lust, Caution",2007,2015,Fresh,Upright,"['Drama', 'Mystery & Suspense', 'Romance']"
m/lust_in_the_dust,Lust in the Dust,1985,2015,Rotten,Upright,"['Action & Adventure', 'Comedy', 'Cult Movies', 'Western']"
m/lust_stories,Lust Stories,2018,2018,Fresh,Upright,['Drama']
m/lustre,Lustre,2005,2016,Fresh,,['Drama']
m/luv_2011,LUV,2013,2016,Rotten,Upright,['Drama']
m/lying_and_stealing,Lying and Stealing,2019,2019,Fresh,Spilled,"['Comedy', 'Mystery & Suspense']"
m/lyle,Lyle,0,2016,Fresh,Spilled,"['Drama', 'Horror']"
m/lymelife,Lymelife,2008,2016,Fresh,Spilled,['Drama']
m/m_butterfly,M. Butterfly,1993,2016,Rotten,Upright,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
m/ma,Ma,2017,2017,Fresh,Spilled,['Drama']
m/ma_2019,Ma,2019,2019,Rotten,,"['Horror', 'Mystery & Suspense']"
m/ma_vie_en_rose,My Life in Pink (Ma Vie en Rose),1997,2013,Fresh,Upright,"['Art House & International', 'Comedy', 'Drama']"
m/macGruber,MacGruber,2010,2015,Rotten,Spilled,"['Action & Adventure', 'Comedy']"
m/macao,Macao,1952,2012,Rotten,Spilled,"['Classics', 'Documentary', 'Drama', 'Romance']"
m/macarthur,MacArthur,1977,2016,Rotten,Upright,"['Action & Adventure', 'Drama']"
m/macbeth-1972,Macbeth,1971,2013,Fresh,Upright,['Drama']
m/macbeth_2015,Macbeth,2015,0,Certified-Fresh,Upright,"['Art House & International', 'Drama']"
m/machete,Machete,2010,2015,Certified-Fresh,Upright,"['Action & Adventure', 'Mystery & Suspense']"
m/machete_kills,Machete Kills,2013,2015,Rotten,Spilled,['Action & Adventure']
m/machete_maidens_unleashed,Machete Maidens Unleashed!,0,2016,Fresh,Upright,"['Documentary', 'Television']"
m/machine_girl,Kataude mashin gâru (The Machine Girl),2008,2015,Fresh,Upright,"['Action & Adventure', 'Horror']"
m/machine_gun_preacher,Machine Gun Preacher,2011,2012,Rotten,Upright,"['Action & Adventure', 'Drama']"
m/machinist,The Machinist,2004,2013,Certified-Fresh,Upright,"['Drama', 'Mystery & Suspense']"
m/mackennas_gold,MacKenna's Gold,1969,2012,Rotten,Upright,"['Action & Adventure', 'Classics', 'Western', 'Romance']"
m/mad_as_hell_2014,Mad As Hell,2015,2016,Rotten,Upright,['Documentary']
m/mad_city,Mad City,1997,2008,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
m/mad_cowgirl,Mad Cowgirl,2006,2017,Rotten,Upright,"['Comedy', 'Drama', 'Horror', 'Special Interest']"
m/mad_detective,Mad Detective,2008,2017,Fresh,Upright,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense']"
m/mad_dog_and_glory,Mad Dog and Glory,1993,2016,Fresh,Spilled,"['Comedy', 'Drama']"
m/mad_hot_ballroom,Mad Hot Ballroom,2005,2013,Certified-Fresh,Upright,"['Documentary', 'Kids & Family', 'Musical & Performing Arts', 'Special Interest']"
m/mad_love_2001,Mad Love,2002,2012,Rotten,Upright,"['Art House & International', 'Drama', 'Romance']"
m/mad_max,Mad Max,1979,2016,Certified-Fresh,Upright,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']"
m/mad_max_2_the_road_warrior,Mad Max 2: The Road Warrior,1982,2008,Certified-Fresh,Upright,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
m/mad_max_beyond_thunderdome,Mad Max Beyond Thunderdome,1985,2008,Certified-Fresh,Spilled,"['Action & Adventure', 'Science Fiction & Fantasy']"
m/mad_max_fury_road,Mad Max: Fury Road,2015,2016,Certified-Fresh,Upright,"['Action & Adventure', 'Science Fiction & Fantasy']"
m/mad_monster_party,Mad Monster Party,1967,2016,Fresh,Upright,"['Animation', 'Classics', 'Comedy', 'Horror', 'Kids & Family']"
m/mad_tiger,Mad Tiger,2016,2016,Fresh,Spilled,['Documentary']
m/mad_to_be_normal,Mad to Be Normal,2018,2018,Fresh,Upright,"['Art House & International', 'Drama']"
m/madagascar,Madagascar,2005,2015,Rotten,Upright,"['Animation', 'Comedy', 'Kids & Family']"
m/madagascar_3_europes_most_wanted_2012,Madagascar 3: Europe's Most Wanted,2012,2015,Certified-Fresh,Upright,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family']"
